"","id","place","weight_lbs","grower_name","city","state_prov","country","gpc_site","seed_mother","pollinator_father","ott","est_weight","pct_chart","variety","weight_kg","weight_class"
"1530","2781-P",9,83.0618247371167,"XBDXC","Los Angeles","Texas","Australia","Local Pumpkin Festival","1370 I","1596 M",139,79,2,"Sugar Pie",37.6761792061582,"Light"
"1531","2653-P",59,82.0328783523291,"DYHIX","Chicago","Texas","UK","Local Pumpkin Festival","1523 O","1650 S",146,88,-11,"Long Pie",37.2094573575897,"Light"
"1532","2650-P",54,87.6249638015404,"XDIYY","Los Angeles","California","USA","Regional Pumpkin Festival","1467 V","1651 V",142,76,3,"Yuxijiangbinggua",39.7459825806683,"Light"
"1533","2982-P",34,82.1867226049304,"SJHQM","Houston","Texas","USA","National Pumpkin Festival","1288 H","1498 X",-4,1,4,"Yuxijiangbinggua",37.2792398798156,"Light"
"1534","2885-P",26,75.4592073373497,"IAEKJ","Paris","New York","Australia","Local Pumpkin Festival","1927 R","1860 U",2,-3,-5,"Sugar Pie",34.2276927745631,"Light"
"1535","2327-P",17,73.2878509834409,"EWFBN","Nottingham","Florida","Australia","Local Pumpkin Festival","1556 X","1612 V",-1,-3,4,"Yuxijiangbinggua",33.2427829032809,"Light"
"1536","2475-P",22,68.805445448868,"MTFYD","Paris","Texas","UK","National Pumpkin Festival","1631 B","1020 B",-3,0,5,"Naples Long",31.2095996120429,"Light"
"1537","2466-P",18,86.242694969289,"SXCPP","Los Angeles","Florida","Australia","National Pumpkin Festival","1246 Z","1299 C",141,80,-12,"Naples Long",39.1189964965097,"Light"
"1538","2714-P",69,71.5887343538925,"FKHNV","New York","Florida","USA","Regional Pumpkin Festival","1570 J","1891 L",141,86,-13,"Yuxijiangbinggua",32.4720771930508,"Light"
"1539","2386-P",76,78.1119908634573,"XRMCR","Chicago","Florida","UK","Local Pumpkin Festival","1279 F","1436 Z",0,3,4,"Yuxijiangbinggua",35.4309741597373,"Light"
"1540","2269-P",19,78.6427744077519,"THKGZ","Paris","California","Australia","National Pumpkin Festival","1018 U","1480 R",146,89,-18,"Naples Long",35.671733329161,"Light"
"1541","2467-P",30,78.8793561980128,"QQXCP","Chicago","Texas","UK","Regional Pumpkin Festival","1787 B","1589 B",0,-2,4,"Naples Long",35.779044936569,"Light"
"1542","2005-P",48,57.6282711662352,"DJAUJ","Chicago","California","Australia","National Pumpkin Festival","1809 M","1404 Y",4,0,4,"Sugar Pie",26.139722774835,"Light"
"1543","2311-P",44,45.5473422028869,"RIMEI","New York","Texas","UK","National Pumpkin Festival","1996 B","1894 N",-5,-4,1,"Sugar Pie",20.6599100444919,"Light"
"1544","2678-P",52,51.6434339961037,"JYBLB","Chicago","California","UK","Regional Pumpkin Festival","1951 U","1359 I",5,5,-1,"Long Pie",23.4250485131607,"Light"
"1545","2700-P",86,43.6133837690577,"LARCH","Chicago","New York","Australia","Local Pumpkin Festival","1824 S","1567 Y",-3,0,-5,"Sugar Pie",19.7826819705744,"Light"
"1546","2199-P",33,30.5800766730681,"NWBKU","Los Angeles","New York","UK","National Pumpkin Festival","1779 H","1551 O",128,66,-47,"Long Pie",13.8708781382903,"Light"
"1547","2110-P",79,24.16873317305,"PMNME","Paris","Texas","Australia","Regional Pumpkin Festival","1941 N","1770 L",-1,2,-5,"Long Pie",10.9627440174301,"Light"
"1548","2218-P",38,21.0237315073609,"EJOGV","Nottingham","Florida","UK","Local Pumpkin Festival","1992 W","1909 I",5,-1,2,"Long Pie",9.53619642188686,"Light"
"1549","2684-P",53,1851.96559619997,"TCRVG","Paris","Florida","USA","Regional Pumpkin Festival","1021 V","1935 S",438,1673,5,"Yuxijiangbinggua",840.036778711535,"Heavy"
"1550","2136-P",14,1645.07118131779,"EWPDJ","Nottingham","Florida","Australia","Local Pumpkin Festival","1806 E","1876 B",-3,1,0,"Long Pie",746.1911272763,"Heavy"
"1551","2242-P",75,1501.59217231255,"DLRQX","Houston","New York","UK","Regional Pumpkin Festival","1375 J","1213 L",411,1494,6,"Sugar Pie",681.110196623594,"Heavy"
"1552","2136-P",60,1424.21799593884,"IJUGK","Houston","California","USA","Local Pumpkin Festival","1460 S","1258 D",404,1410,6,"Long Pie",646.013889213893,"Heavy"
"1553","2120-P",57,1223.41850054972,"DSVTR","Paris","Florida","USA","National Pumpkin Festival","1122 Y","1183 T",381,1239,3,"Sugar Pie",554.932844501348,"Medium"
"1554","2155-P",80,1080.04421256762,"SPXMU","Chicago","Texas","USA","Local Pumpkin Festival","1046 Y","1497 D",378,1160,-11,"Long Pie",489.899414466972,"Medium"
"1555","2083-P",82,1045.60351670906,"XKSQM","Paris","California","USA","Regional Pumpkin Festival","1523 R","1704 C",372,1100,-4,"Yuxijiangbinggua",474.277390351096,"Medium"
"1556","2234-P",46,1027.07741424628,"BUXGS","New York","Florida","UK","National Pumpkin Festival","1406 W","1196 U",381,1179,-17,"Naples Long",465.874098482797,"Medium"
"1557","2024-P",85,756.734898753464,"GDQOI","Chicago","California","UK","Regional Pumpkin Festival","1849 X","1801 N",325,774,1,"Naples Long",343.248896195381,"Medium"
"1558","2138-P",59,706.036905760877,"PNFEN","Houston","Florida","UK","Local Pumpkin Festival","1844 W","1799 I",325,749,-11,"Long Pie",320.252692157888,"Medium"
"1559","2968-P",82,458.599029534496,"TKQVA","Nottingham","New York","USA","Local Pumpkin Festival","1336 A","1328 N",4,1,2,"Sugar Pie",208.016851004611,"Light"
"1560","2065-P",5,417.554332931526,"UFCVM","Paris","Florida","USA","National Pumpkin Festival","1873 N","1172 P",-4,-1,4,"Naples Long",189.399304983077,"Light"
"1561","2256-P",56,402.954173366539,"WAPDU","Nottingham","New York","UK","Local Pumpkin Festival","1372 W","1009 W",1,5,-4,"Yuxijiangbinggua",182.776789405675,"Light"
"1562","2847-P",44,2109.21335601807,"EJZZI","Los Angeles","Texas","USA","Regional Pumpkin Festival","1552 M","1345 K",463,1917,11,"Long Pie",956.722304582947,"Heavy"
"1563","2138-P",92,2020.28682042565,"WXOPP","Los Angeles","California","USA","National Pumpkin Festival","1263 I","1954 O",459,1826,16,"Naples Long",916.385939450512,"Heavy"
"1564","2591-P",71,2002.11838279199,"SLBWM","Paris","Florida","UK","Regional Pumpkin Festival","1301 G","1639 X",468,1975,3,"Sugar Pie",908.144881487384,"Heavy"
"1565","2272-P",14,1970.55216887128,"KVBOD","Los Angeles","Texas","UK","Local Pumpkin Festival","1679 E","1311 R",463,1885,3,"Sugar Pie",893.82669938266,"Heavy"
"1566","2099-P",32,1888.04756474942,"ZJLXU","Nottingham","California","USA","National Pumpkin Festival","1586 I","1184 L",429,1626,17,"Yuxijiangbinggua",856.403270989819,"Heavy"
"1567","2656-P",52,1882.60664452072,"XMPTX","Los Angeles","New York","Australia","Regional Pumpkin Festival","1033 X","1906 S",437,1690,7,"Yuxijiangbinggua",853.935313101443,"Heavy"
"1568","2141-P",45,1873.59774328656,"OLCKD","Paris","Florida","UK","National Pumpkin Festival","1985 H","1324 L",445,1735,6,"Sugar Pie",849.84894757284,"Heavy"
"1569","2505-P",98,1855.1890321983,"QUSWF","Chicago","Florida","UK","Regional Pumpkin Festival","1832 L","1265 J",448,1770,6,"Sugar Pie",841.498903492892,"Heavy"
"1570","2017-P",80,1852.53587654047,"FKASZ","New York","Florida","USA","National Pumpkin Festival","1882 Y","1546 H",462,1886,-7,"Sugar Pie",840.295453311744,"Heavy"
"1571","2175-P",59,1793.81963601615,"BBYMQ","New York","New York","UK","National Pumpkin Festival","1322 S","1218 N",425,1546,11,"Long Pie",813.662236339839,"Heavy"
"1572","2608-P",2,1794.63553305361,"GFANK","Nottingham","California","Australia","Local Pumpkin Festival","1344 A","1763 U",436,1684,10,"Naples Long",814.032320708855,"Heavy"
"1573","2797-P",85,1779.13924926519,"CCZRN","New York","California","Australia","Local Pumpkin Festival","1267 E","1815 S",420,1554,11,"Naples Long",807.003330352698,"Heavy"
"1574","2008-P",3,1780.74116497207,"AMSTJ","Paris","California","Australia","National Pumpkin Festival","1765 A","1888 G",458,1859,0,"Long Pie",807.729946502013,"Heavy"
"1575","2803-P",5,1760.46395517234,"JTSHD","Paris","Florida","Australia","Regional Pumpkin Festival","1488 Y","1521 N",425,1539,12,"Sugar Pie",798.532366354531,"Heavy"
"1576","2123-P",7,1759.49647905212,"UERVM","Nottingham","Texas","USA","Regional Pumpkin Festival","1236 K","1217 F",448,1775,-4,"Long Pie",798.093526926209,"Heavy"
"1577","2093-P",64,1745.86483694147,"FODFB","Paris","Florida","Australia","National Pumpkin Festival","1899 G","1078 Z",415,1505,17,"Yuxijiangbinggua",791.910323117957,"Heavy"
"1578","2459-P",83,1747.71723333839,"JKQKX","Los Angeles","Texas","USA","Local Pumpkin Festival","1172 L","1806 Q",425,1603,8,"Sugar Pie",792.750555304428,"Heavy"
"1579","2912-P",31,1720.32489715144,"MTKXQ","Los Angeles","California","USA","National Pumpkin Festival","1187 P","1644 H",433,1662,0,"Sugar Pie",780.325610748716,"Heavy"
"1580","2588-P",95,1730.48791980464,"GOHWM","Nottingham","Florida","Australia","Regional Pumpkin Festival","1998 U","1721 D",423,1572,7,"Yuxijiangbinggua",784.935476520026,"Heavy"
"1581","2705-P",4,1707.7513060607,"LGBPI","New York","New York","USA","Regional Pumpkin Festival","1174 A","1168 L",412,1457,21,"Naples Long",774.622330418686,"Heavy"
"1582","2258-P",33,1717.28732558526,"SLTTW","Chicago","California","UK","National Pumpkin Festival","1018 W","1394 W",435,1657,7,"Long Pie",778.94779258687,"Heavy"
"1583","2843-P",83,1714.93546226993,"ZAXKQ","Chicago","Florida","USA","National Pumpkin Festival","1626 U","1738 I",429,1637,4,"Sugar Pie",777.881006201943,"Heavy"
"1584","2135-P",79,1701.22518212441,"BJQND","Los Angeles","California","USA","National Pumpkin Festival","1714 W","1794 W",433,1631,3,"Long Pie",771.662132810177,"Heavy"
"1585","2672-P",29,1693.02796702366,"AMZCF","New York","New York","UK","Local Pumpkin Festival","1017 S","1948 Z",423,1591,10,"Long Pie",767.943941618197,"Heavy"
"1586","2953-P",43,1680.34873067867,"YVVDH","Houston","Texas","Australia","Local Pumpkin Festival","1782 C","1183 T",429,1573,9,"Naples Long",762.192741445999,"Heavy"
"1587","2190-P",43,1678.8523761481,"PDKTE","Paris","New York","UK","National Pumpkin Festival","1800 Q","1184 S",433,1629,2,"Sugar Pie",761.514007001771,"Heavy"
"1588","2243-P",61,1655.4478805745,"QPZSE","Chicago","California","Australia","Regional Pumpkin Festival","1433 S","1795 D",401,1394,24,"Long Pie",750.89791504555,"Heavy"
"1589","2282-P",55,1662.8083072491,"PNYFP","Paris","New York","USA","National Pumpkin Festival","1085 X","1727 T",421,1517,11,"Yuxijiangbinggua",754.236545701733,"Heavy"
"1590","2265-P",16,1655.15675655287,"GERFG","Paris","Florida","UK","Local Pumpkin Festival","1792 Q","1748 F",436,1670,4,"Long Pie",750.765863518328,"Heavy"
"1591","2598-P",98,1657.68233988155,"HBEIK","Paris","New York","UK","Regional Pumpkin Festival","1085 L","1534 R",413,1503,11,"Yuxijiangbinggua",751.911447911551,"Heavy"
"1592","2893-P",63,1631.72965321969,"HAHFL","New York","New York","USA","National Pumpkin Festival","1693 J","1310 G",426,1558,3,"Naples Long",740.139516863227,"Heavy"
"1593","2648-P",8,1616.68826816417,"ORJWL","Chicago","California","USA","National Pumpkin Festival","1250 N","1985 Z",436,1711,-1,"Naples Long",733.316864933123,"Heavy"
"1594","2806-P",40,1595.48612719681,"FZNZT","Los Angeles","California","UK","Regional Pumpkin Festival","1172 S","1796 X",436,1624,-6,"Naples Long",723.699743407456,"Heavy"
"1595","2942-P",62,1605.83323905617,"OCHVO","Los Angeles","New York","UK","National Pumpkin Festival","1461 Q","1078 Z",423,1583,-4,"Long Pie",728.393110569966,"Heavy"
"1596","2296-P",99,1594.77705261484,"AKGLP","Nottingham","California","UK","Local Pumpkin Festival","1653 H","1499 D",440,1667,-7,"Yuxijiangbinggua",723.378112849669,"Heavy"
"1597","2770-P",4,1588.96447553486,"PSLCT","Nottingham","Texas","UK","Local Pumpkin Festival","1774 F","1563 U",418,1492,10,"Sugar Pie",720.741574386807,"Heavy"
"1598","2257-P",3,1575.8078973908,"MNMZF","New York","New York","Australia","National Pumpkin Festival","1883 Q","1445 E",437,1657,-5,"Long Pie",714.773855793287,"Heavy"
"1599","2856-P",30,1567.79388836212,"EIZCU","New York","New York","USA","Regional Pumpkin Festival","1232 O","1334 U",418,1506,7,"Naples Long",711.138765409953,"Heavy"
"1600","2032-P",90,1578.38638714142,"DUUNQ","Los Angeles","New York","UK","National Pumpkin Festival","1094 K","1625 S",413,1474,6,"Yuxijiangbinggua",715.943438116252,"Heavy"
"1601","2192-P",88,1563.18885392919,"RBTUR","Chicago","Florida","Australia","Regional Pumpkin Festival","1488 O","1727 K",420,1528,1,"Yuxijiangbinggua",709.04995863145,"Heavy"
"1602","2574-P",78,1558.29640907794,"DMOGX","New York","Florida","Australia","National Pumpkin Festival","1740 V","1154 A",420,1485,7,"Naples Long",706.830784786482,"Heavy"
"1603","2670-P",34,1539.62406277284,"EHUPB","Paris","Texas","USA","National Pumpkin Festival","1388 G","1883 O",403,1401,16,"Long Pie",698.361157881258,"Heavy"
"1604","2025-P",88,1532.25651605241,"XSFBM","Chicago","New York","UK","Local Pumpkin Festival","1764 D","1547 U",399,1309,20,"Sugar Pie",695.019297629245,"Heavy"
"1605","2585-P",18,1543.37379924394,"ONYOV","Nottingham","Texas","UK","National Pumpkin Festival","1703 Z","1971 J",387,1246,25,"Naples Long",700.062008346658,"Heavy"
"1606","2901-P",84,1524.09691347182,"GGQBG","Paris","Florida","USA","Local Pumpkin Festival","1661 T","1431 I",424,1541,-5,"Long Pie",691.318167175509,"Heavy"
"1607","2768-P",84,1530.45874645375,"RGJCL","New York","Texas","UK","Regional Pumpkin Festival","1290 G","1086 R",415,1521,-5,"Naples Long",694.203843721448,"Heavy"
"1608","2764-P",70,1517.2836791724,"PGHMJ","Nottingham","New York","USA","National Pumpkin Festival","1540 Z","1898 N",420,1533,5,"Sugar Pie",688.227738603166,"Heavy"
"1609","2329-P",25,1520.7654081732,"YKIFN","Chicago","Texas","USA","National Pumpkin Festival","1614 Y","1093 K",419,1506,1,"Naples Long",689.8070230241,"Heavy"
"1610","2018-P",80,1523.84000241198,"RQEWK","Nottingham","Florida","Australia","Local Pumpkin Festival","1286 R","1260 V",420,1515,0,"Naples Long",691.201634374053,"Heavy"
"1611","2739-P",62,1507.65580298752,"REFLJ","Paris","California","UK","National Pumpkin Festival","1774 C","1577 W",403,1353,13,"Yuxijiangbinggua",683.860610988713,"Heavy"
"1612","2771-P",47,1492.47254758421,"MKMIN","Houston","California","UK","Local Pumpkin Festival","1943 E","1307 P",411,1443,1,"Long Pie",676.973607803818,"Heavy"
"1613","2452-P",94,1483.56206439529,"HNKVJ","New York","New York","Australia","Local Pumpkin Festival","1735 R","1755 J",414,1480,-3,"Yuxijiangbinggua",672.931883913187,"Heavy"
"1614","2560-P",95,1484.80330736004,"QOPHL","Houston","California","Australia","Regional Pumpkin Festival","1635 U","1467 J",410,1476,5,"Naples Long",673.494901792054,"Heavy"
"1615","2644-P",99,1490.33724102378,"MRANN","Chicago","Texas","USA","Local Pumpkin Festival","1650 F","1092 T",413,1440,4,"Long Pie",676.005049830458,"Heavy"
"1616","2529-P",36,1470.08562679123,"SAKGI","Nottingham","California","USA","National Pumpkin Festival","1689 F","1871 Q",396,1299,15,"Sugar Pie",666.819079627488,"Heavy"
"1617","2332-P",17,1480.33139339369,"HPJIW","New York","California","Australia","National Pumpkin Festival","1385 T","1268 D",406,1446,6,"Long Pie",671.46647739223,"Heavy"
"1618","2700-P",46,1469.12653520703,"FRJFC","Chicago","New York","Australia","Local Pumpkin Festival","1847 K","1095 W",395,1291,9,"Naples Long",666.384043357629,"Heavy"
"1619","2551-P",16,1457.09840886481,"LNPOZ","Nottingham","Texas","Australia","Regional Pumpkin Festival","1303 W","1154 E",423,1544,-1,"Long Pie",660.928181473807,"Heavy"
"1620","2300-P",100,1452.77368416265,"ERGHB","Paris","Texas","UK","National Pumpkin Festival","1623 X","1151 D",403,1427,1,"Naples Long",658.966520946703,"Heavy"
"1621","2285-P",79,1464.59536980372,"QVKUR","New York","New York","Australia","Regional Pumpkin Festival","1169 F","1734 N",408,1440,3,"Sugar Pie",664.328742980009,"Heavy"
"1622","2506-P",76,1442.64378460404,"KEHVW","Houston","California","Australia","National Pumpkin Festival","1667 O","1361 U",409,1417,1,"Naples Long",654.371679546114,"Heavy"
"1623","2924-P",25,1445.85876869969,"RDODW","New York","California","Australia","Regional Pumpkin Festival","1806 P","1263 Q",385,1206,21,"Long Pie",655.82997061203,"Heavy"
"1624","2993-P",67,1443.13519648463,"SSYBT","Chicago","New York","Australia","Regional Pumpkin Festival","1890 Q","1626 E",410,1448,-2,"Sugar Pie",654.594580043854,"Heavy"
"1625","2601-P",65,1450.60193001106,"NCSMR","Paris","Texas","USA","Regional Pumpkin Festival","1434 I","1590 A",390,1299,13,"Yuxijiangbinggua",657.981430637578,"Heavy"
"1626","2736-P",86,1430.41338941548,"EYGNP","Chicago","New York","UK","Local Pumpkin Festival","1664 L","1416 B",395,1325,3,"Sugar Pie",648.824070131746,"Heavy"
"1627","2917-P",8,1419.69445635751,"YLRTV","Paris","New York","Australia","National Pumpkin Festival","1025 T","1543 X",381,1200,21,"Yuxijiangbinggua",643.962047848115,"Heavy"
"1628","2988-P",58,1415.2302004667,"PTXWF","Chicago","New York","Australia","National Pumpkin Festival","1527 U","1074 D",414,1429,-5,"Sugar Pie",641.937097090091,"Heavy"
"1629","2065-P",99,1413.28840378299,"RETCI","Los Angeles","California","USA","National Pumpkin Festival","1641 V","1731 C",397,1296,7,"Long Pie",641.056313648736,"Heavy"
"1630","2799-P",79,1410.83261312079,"GYNXH","Nottingham","Texas","Australia","Regional Pumpkin Festival","1164 W","1438 O",403,1343,4,"Yuxijiangbinggua",639.942386650684,"Heavy"
"1631","2465-P",55,1414.8744558217,"NREVA","Houston","Florida","UK","Regional Pumpkin Festival","1962 M","1229 H",394,1309,12,"Yuxijiangbinggua",641.775734165077,"Heavy"
"1632","2167-P",7,1423.74657360371,"CWTSC","Chicago","Florida","Australia","National Pumpkin Festival","1477 D","1324 F",402,1411,-3,"Long Pie",645.800055814055,"Heavy"
"1633","2671-P",23,1410.70447904896,"MXKTY","Houston","Florida","Australia","National Pumpkin Festival","1103 H","1758 S",403,1338,9,"Yuxijiangbinggua",639.884266060776,"Heavy"
"1634","2455-P",8,1403.22962466348,"REKGY","New York","New York","UK","Regional Pumpkin Festival","1035 H","1109 J",424,1533,-6,"Sugar Pie",636.493731910357,"Heavy"
"1635","2020-P",81,1395.39783510193,"JAGAJ","Los Angeles","California","UK","National Pumpkin Festival","1409 G","1065 V",409,1387,-2,"Yuxijiangbinggua",632.941294819556,"Medium"
"1636","2734-P",90,1405.84950891975,"KGRHA","Los Angeles","California","USA","National Pumpkin Festival","1379 S","1113 F",406,1407,2,"Naples Long",637.682090449929,"Heavy"
"1637","2546-P",93,1410.68966956623,"NUSGD","Nottingham","California","UK","National Pumpkin Festival","1331 L","1879 A",427,1585,-12,"Naples Long",639.877548597885,"Heavy"
"1638","2011-P",12,1402.99968394265,"ITDTN","Los Angeles","Florida","Australia","Local Pumpkin Festival","1059 I","1326 E",416,1491,-7,"Yuxijiangbinggua",636.389432638913,"Heavy"
"1639","2247-P",22,1392.46817488037,"WCFPY","Chicago","California","UK","Regional Pumpkin Festival","1735 Q","1844 U",407,1411,-3,"Long Pie",631.612424380337,"Medium"
"1640","2456-P",71,1395.1649809787,"PSFXN","Paris","Florida","USA","Local Pumpkin Festival","1870 Q","1852 C",388,1212,20,"Naples Long",632.835674052093,"Medium"
"1641","2734-P",26,1403.97732434329,"ZJLAY","Paris","New York","Australia","Regional Pumpkin Festival","1005 W","1996 G",411,1416,-2,"Sugar Pie",636.83288250352,"Heavy"
"1642","2318-P",81,1397.14453183021,"RUPMS","Nottingham","California","UK","National Pumpkin Festival","1332 G","1578 X",392,1311,8,"Naples Long",633.73358248193,"Medium"
"1643","2394-P",11,1380.52240983117,"NDECS","Chicago","Florida","UK","National Pumpkin Festival","1452 W","1363 Y",420,1488,-9,"Long Pie",626.193920920142,"Medium"
"1644","2219-P",55,1377.49357779883,"QDRSX","New York","New York","USA","Regional Pumpkin Festival","1671 K","1163 U",405,1371,4,"Yuxijiangbinggua",624.820066940926,"Medium"
"1645","2415-P",18,1380.09102847148,"ISJZJ","Nottingham","Texas","USA","Regional Pumpkin Festival","1020 X","1652 S",398,1369,-5,"Long Pie",625.998249786434,"Medium"
"1646","2925-P",99,1365.72853497043,"QQQCM","New York","Texas","UK","National Pumpkin Festival","1660 L","1608 D",409,1422,-3,"Long Pie",619.483537634308,"Medium"
"1647","2064-P",54,1376.56690692529,"NPQYH","Chicago","California","Australia","National Pumpkin Festival","1555 I","1476 Q",413,1438,-5,"Long Pie",624.399736446057,"Medium"
"1648","2644-P",18,1366.35033507645,"CAHIK","Los Angeles","New York","Australia","National Pumpkin Festival","1604 M","1803 X",410,1411,-1,"Long Pie",619.765581187998,"Medium"
"1649","2253-P",33,1372.3719028458,"ORMFB","New York","Texas","UK","Local Pumpkin Festival","1772 R","1338 Z",400,1338,1,"Sugar Pie",622.496916155632,"Medium"
"1650","2798-P",72,1358.5619934611,"WWFYO","Los Angeles","Texas","UK","Regional Pumpkin Festival","1850 W","1303 G",-4,-3,2,"Sugar Pie",616.232851738008,"Medium"
"1651","2878-P",21,1367.93609742913,"EJDZT","Los Angeles","New York","UK","National Pumpkin Festival","1055 V","1821 Q",399,1374,-5,"Naples Long",620.484870305076,"Medium"
"1652","2486-P",29,1356.14666452166,"IOKUG","Los Angeles","Florida","UK","Local Pumpkin Festival","1861 R","1735 Z",2,0,-3,"Naples Long",615.137277853707,"Medium"
"1653","2694-P",64,1355.3949169144,"ORXZF","New York","New York","USA","Local Pumpkin Festival","1736 T","1843 K",411,1471,-5,"Yuxijiangbinggua",614.796291153038,"Medium"
"1654","2475-P",81,1350.02879866026,"ZDFJS","Los Angeles","California","USA","Local Pumpkin Festival","1149 Y","1135 D",389,1277,4,"Naples Long",612.362262841906,"Medium"
"1655","2839-P",84,1343.75116391741,"AFUOG","Paris","Florida","Australia","Regional Pumpkin Festival","1430 E","1133 K",392,1309,6,"Sugar Pie",609.514777943625,"Medium"
"1656","2928-P",24,1343.84306470118,"LESHV","Nottingham","Florida","Australia","Local Pumpkin Festival","1214 B","1911 I",379,1159,17,"Yuxijiangbinggua",609.55646340394,"Medium"
"1657","2662-P",38,1352.23828585073,"VDPXL","New York","Texas","USA","Local Pumpkin Festival","1329 L","1458 H",391,1248,9,"Long Pie",613.364468555606,"Medium"
"1658","2752-P",44,1340.63354593981,"NJDZZ","New York","California","UK","National Pumpkin Festival","1648 K","1614 W",391,1318,2,"Long Pie",608.100651369931,"Medium"
"1659","2356-P",68,1333.57878515031,"VFQSZ","Paris","California","UK","Local Pumpkin Festival","1815 J","1621 S",391,1306,5,"Sugar Pie",604.9006683139,"Medium"
"1660","2790-P",71,1335.27110558748,"BUBAK","Chicago","Florida","Australia","Local Pumpkin Festival","1644 W","1199 H",386,1263,11,"Naples Long",605.668291325637,"Medium"
"1661","2498-P",76,1341.42827571556,"FCPRK","Los Angeles","California","USA","Regional Pumpkin Festival","1382 H","1899 V",394,1301,4,"Yuxijiangbinggua",608.461134438372,"Medium"
"1662","2342-P",58,1317.30934376456,"FYQVL","Paris","Florida","USA","Regional Pumpkin Festival","1741 F","1740 J",385,1259,8,"Naples Long",597.520979856854,"Medium"
"1663","2359-P",42,1329.64313987587,"HTWFI","Houston","Florida","Australia","National Pumpkin Festival","1160 I","1677 X",402,1339,0,"Naples Long",603.115491102574,"Medium"
"1664","2192-P",16,1320.03081023116,"ZDTRE","Paris","California","USA","Regional Pumpkin Festival","1685 R","1269 Z",376,1201,6,"Yuxijiangbinggua",598.755415274371,"Medium"
"1665","2296-P",13,1311.020406086,"KMFYN","Los Angeles","Florida","USA","Regional Pumpkin Festival","1924 J","1919 W",393,1301,5,"Yuxijiangbinggua",594.66836803736,"Medium"
"1666","2271-P",19,1314.42153377924,"WHVIY","Paris","Florida","UK","Local Pumpkin Festival","1490 D","1514 A",397,1317,-5,"Yuxijiangbinggua",596.211092349994,"Medium"
"1667","2020-P",94,1304.53526223172,"YJFMF","New York","California","UK","Local Pumpkin Festival","1885 A","1836 Z",380,1223,7,"Sugar Pie",591.726758666208,"Medium"
"1668","2417-P",4,1308.42591111921,"MLMKG","Los Angeles","Florida","USA","National Pumpkin Festival","1396 M","1043 R",404,1411,-10,"Sugar Pie",593.491525876384,"Medium"
"1669","2793-P",70,1296.67598782759,"ZRXOI","Paris","New York","Australia","Local Pumpkin Festival","1741 F","1846 L",398,1383,-8,"Sugar Pie",588.161854670693,"Medium"
"1670","2911-P",6,1312.46545634419,"OMMGJ","New York","New York","UK","Regional Pumpkin Festival","1144 O","1307 M",405,1353,-6,"Long Pie",595.323831274073,"Medium"
"1671","2497-P",18,1294.38952370547,"LVXEQ","Chicago","Florida","USA","Local Pumpkin Festival","1097 X","1976 E",379,1190,12,"Sugar Pie",587.12473283661,"Medium"
"1672","2763-P",92,1304.33274877537,"TZWRN","Los Angeles","Florida","Australia","Regional Pumpkin Festival","1403 N","1080 U",383,1243,4,"Sugar Pie",591.634900182518,"Medium"
"1673","2295-P",37,1285.90493954625,"CXLEF","Los Angeles","Florida","Australia","National Pumpkin Festival","1452 C","1487 G",384,1198,4,"Sugar Pie",583.276193338663,"Medium"
"1674","2188-P",33,1287.24103297014,"HAUZL","Chicago","California","USA","Local Pumpkin Festival","1679 U","1877 V",392,1299,0,"Sugar Pie",583.882234626991,"Medium"
"1675","2087-P",90,1294.61980927736,"XRLHE","Chicago","Texas","UK","Local Pumpkin Festival","1258 R","1281 O",395,1351,1,"Sugar Pie",587.229188529734,"Medium"
"1676","2038-P",31,1281.9620409254,"PKKQV","Chicago","New York","Australia","Local Pumpkin Festival","1076 P","1190 W",380,1169,5,"Naples Long",581.487726067433,"Medium"
"1677","2567-P",50,1279.68362667412,"UPYSI","Los Angeles","Texas","UK","National Pumpkin Festival","1950 H","1717 P",388,1282,1,"Yuxijiangbinggua",580.454255590366,"Medium"
"1678","2973-P",55,1281.76739300489,"KJUQQ","Paris","Texas","Australia","National Pumpkin Festival","1069 K","1441 X",376,1169,10,"Naples Long",581.399435327876,"Medium"
"1679","2708-P",86,1268.75934468769,"COYNW","Chicago","Florida","Australia","Regional Pumpkin Festival","1646 A","1573 T",415,1450,-16,"Yuxijiangbinggua",575.499088675577,"Medium"
"1680","2275-P",80,1277.07594305743,"HHSUI","Chicago","Florida","Australia","Local Pumpkin Festival","1813 H","1633 G",399,1303,-3,"Naples Long",579.271431163304,"Medium"
"1681","2478-P",11,1284.17116212472,"DKBKH","New York","Texas","USA","Local Pumpkin Festival","1459 C","1690 D",396,1357,-7,"Sugar Pie",582.489765770477,"Medium"
"1682","2444-P",46,1267.48363219481,"LMVOA","Houston","Florida","Australia","Local Pumpkin Festival","1645 T","1852 H",388,1241,-2,"Naples Long",574.920435694508,"Medium"
"1683","2587-P",53,1260.61006096844,"UQEXU","Nottingham","New York","UK","National Pumpkin Festival","1489 M","1739 X",407,1418,-12,"Long Pie",571.802638774795,"Medium"
"1684","2351-P",65,1261.07442952879,"ZNWGB","Nottingham","Florida","Australia","Regional Pumpkin Festival","1765 K","1152 Z",390,1305,-8,"Sugar Pie",572.013272638822,"Medium"
"1685","2646-P",59,1261.60065609775,"VGIBP","Houston","New York","Australia","Regional Pumpkin Festival","1759 R","1286 O",374,1118,9,"Naples Long",572.251964800693,"Medium"
